Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	IndividualID	Cohort
Lewis6006s02	Lewis6006s01	Lewis6006s04	Lewis6006s02	Lewis6006s01	Lewis6006s04	Lewis6006s01	Lewis6006s02	Lewis6006s03	Lewis6006s03	Lewis6006s03	Lewis6006s04	Lewis6006s01	Lewis6006s03	Lewis6006s03	Lewis6006s04	Lewis6006s03	Lewis6006s01	Lewis6006s04	Lewis6006s04	Lewis6006	Lewis
Lewis6007s02	Lewis6007s03	Lewis6007s03	Lewis6007s03	Lewis6007s03	Lewis6007s01	Lewis6007s03	Lewis6007s01	Lewis6007s02	Lewis6007s02	Lewis6007s03	Lewis6007s04	Lewis6007s02	Lewis6007s04	Lewis6007s02	Lewis6007s04	Lewis6007s01	Lewis6007s04	Lewis6007s04	Lewis6007s03	Lewis6007	Lewis
Lewis6008s02	Lewis6008s03	Lewis6008s03	Lewis6008s02	Lewis6008s02	Lewis6008s02	Lewis6008s01	Lewis6008s02	Lewis6008s04	Lewis6008s04	Lewis6008s01	Lewis6008s03	Lewis6008s04	Lewis6008s04	Lewis6008s01	Lewis6008s03	Lewis6008s01	Lewis6008s01	Lewis6008s03	Lewis6008s04	Lewis6008	Lewis
Lewis6009s03	Lewis6009s03	Lewis6009s03	Lewis6009s02	Lewis6009s02	Lewis6009s02	Lewis6009s03	Lewis6009s01	Lewis6009s02	Lewis6009s01	Lewis6009s03	Lewis6009s03	Lewis6009s03	Lewis6009s03	Lewis6009s01	Lewis6009s03	Lewis6009s01	Lewis6009s02	Lewis6009s01	Lewis6009s02	Lewis6009	Lewis
Lewis6010s02	Lewis6010s03	Lewis6010s02	Lewis6010s03	Lewis6010s02	Lewis6010s02	Lewis6010s02	Lewis6010s03	Lewis6010s03	Lewis6010s01	Lewis6010s04	Lewis6010s02	Lewis6010s04	Lewis6010s02	Lewis6010s04	Lewis6010s04	Lewis6010s03	Lewis6010s03	Lewis6010s03	Lewis6010s01	Lewis6010	Lewis
Lewis6011s04	Lewis6011s01	Lewis6011s04	Lewis6011s03	Lewis6011s03	Lewis6011s04	Lewis6011s03	Lewis6011s03	Lewis6011s02	Lewis6011s01	Lewis6011s02	Lewis6011s01	Lewis6011s04	Lewis6011s02	Lewis6011s03	Lewis6011s03	Lewis6011s01	Lewis6011s02	Lewis6011s04	Lewis6011s03	Lewis6011	Lewis
Lewis6012s02	Lewis6012s02	Lewis6012s02	Lewis6012s02	Lewis6012s03	Lewis6012s02	Lewis6012s03	Lewis6012s03	Lewis6012s03	Lewis6012s04	Lewis6012s01	Lewis6012s03	Lewis6012s04	Lewis6012s01	Lewis6012s04	Lewis6012s03	Lewis6012s03	Lewis6012s01	Lewis6012s04	Lewis6012s02	Lewis6012	Lewis
Lewis6013s04	Lewis6013s04	Lewis6013s03	Lewis6013s04	Lewis6013s03	Lewis6013s01	Lewis6013s04	Lewis6013s01	Lewis6013s02	Lewis6013s04	Lewis6013s04	Lewis6013s02	Lewis6013s01	Lewis6013s01	Lewis6013s02	Lewis6013s04	Lewis6013s02	Lewis6013s03	Lewis6013s02	Lewis6013s03	Lewis6013	Lewis
Lewis6014s01	Lewis6014s02	Lewis6014s02	Lewis6014s04	Lewis6014s04	Lewis6014s03	Lewis6014s01	Lewis6014s02	Lewis6014s01	Lewis6014s03	Lewis6014s04	Lewis6014s02	Lewis6014s04	Lewis6014s01	Lewis6014s01	Lewis6014s04	Lewis6014s02	Lewis6014s02	Lewis6014s04	Lewis6014s01	Lewis6014	Lewis
Lewis6015s04	Lewis6015s02	Lewis6015s02	Lewis6015s03	Lewis6015s01	Lewis6015s03	Lewis6015s03	Lewis6015s04	Lewis6015s01	Lewis6015s03	Lewis6015s02	Lewis6015s04	Lewis6015s02	Lewis6015s03	Lewis6015s04	Lewis6015s01	Lewis6015s03	Lewis6015s04	Lewis6015s02	Lewis6015s03	Lewis6015	Lewis
Lewis6016s03	Lewis6016s04	Lewis6016s03	Lewis6016s02	Lewis6016s03	Lewis6016s03	Lewis6016s01	Lewis6016s01	Lewis6016s01	Lewis6016s01	Lewis6016s04	Lewis6016s02	Lewis6016s04	Lewis6016s02	Lewis6016s03	Lewis6016s02	Lewis6016s04	Lewis6016s04	Lewis6016s04	Lewis6016s04	Lewis6016	Lewis
Lewis6017s01	Lewis6017s01	Lewis6017s04	Lewis6017s03	Lewis6017s02	Lewis6017s03	Lewis6017s04	Lewis6017s02	Lewis6017s04	Lewis6017s01	Lewis6017s01	Lewis6017s01	Lewis6017s04	Lewis6017s04	Lewis6017s04	Lewis6017s01	Lewis6017s04	Lewis6017s02	Lewis6017s03	Lewis6017s01	Lewis6017	Lewis
Lewis6018s02	Lewis6018s03	Lewis6018s01	Lewis6018s01	Lewis6018s03	Lewis6018s01	Lewis6018s02	Lewis6018s03	Lewis6018s03	Lewis6018s01	Lewis6018s04	Lewis6018s04	Lewis6018s03	Lewis6018s03	Lewis6018s03	Lewis6018s02	Lewis6018s03	Lewis6018s03	Lewis6018s03	Lewis6018s04	Lewis6018	Lewis
Lewis6019s04	Lewis6019s01	Lewis6019s04	Lewis6019s01	Lewis6019s04	Lewis6019s01	Lewis6019s01	Lewis6019s02	Lewis6019s03	Lewis6019s03	Lewis6019s03	Lewis6019s04	Lewis6019s03	Lewis6019s03	Lewis6019s03	Lewis6019s02	Lewis6019s03	Lewis6019s01	Lewis6019s01	Lewis6019s02	Lewis6019	Lewis
Lewis7001s04	Lewis7001s02	Lewis7001s04	Lewis7001s03	Lewis7001s03	Lewis7001s03	Lewis7001s04	Lewis7001s01	Lewis7001s02	Lewis7001s02	Lewis7001s01	Lewis7001s01	Lewis7001s03	Lewis7001s01	Lewis7001s02	Lewis7001s02	Lewis7001s03	Lewis7001s01	Lewis7001s02	Lewis7001s03	Lewis7001	Lewis
Lewis7002s03	Lewis7002s03	Lewis7002s03	Lewis7002s02	Lewis7002s01	Lewis7002s03	Lewis7002s02	Lewis7002s01	Lewis7002s04	Lewis7002s04	Lewis7002s03	Lewis7002s03	Lewis7002s03	Lewis7002s03	Lewis7002s04	Lewis7002s01	Lewis7002s03	Lewis7002s01	Lewis7002s02	Lewis7002s02	Lewis7002	Lewis
Lewis7003s03	Lewis7003s02	Lewis7003s01	Lewis7003s02	Lewis7003s04	Lewis7003s04	Lewis7003s01	Lewis7003s02	Lewis7003s04	Lewis7003s04	Lewis7003s04	Lewis7003s03	Lewis7003s02	Lewis7003s03	Lewis7003s01	Lewis7003s02	Lewis7003s02	Lewis7003s03	Lewis7003s04	Lewis7003s03	Lewis7003	Lewis
Lewis7004s01	Lewis7004s02	Lewis7004s02	Lewis7004s01	Lewis7004s04	Lewis7004s03	Lewis7004s04	Lewis7004s02	Lewis7004s03	Lewis7004s04	Lewis7004s02	Lewis7004s04	Lewis7004s01	Lewis7004s01	Lewis7004s03	Lewis7004s02	Lewis7004s04	Lewis7004s04	Lewis7004s02	Lewis7004s03	Lewis7004	Lewis
Lewis7005s02	Lewis7005s03	Lewis7005s02	Lewis7005s02	Lewis7005s04	Lewis7005s03	Lewis7005s03	Lewis7005s03	Lewis7005s04	Lewis7005s03	Lewis7005s04	Lewis7005s02	Lewis7005s02	Lewis7005s01	Lewis7005s01	Lewis7005s03	Lewis7005s01	Lewis7005s03	Lewis7005s04	Lewis7005s03	Lewis7005	Lewis
Lewis7006s02	Lewis7006s02	Lewis7006s04	Lewis7006s01	Lewis7006s02	Lewis7006s02	Lewis7006s04	Lewis7006s04	Lewis7006s03	Lewis7006s04	Lewis7006s02	Lewis7006s03	Lewis7006s04	Lewis7006s03	Lewis7006s04	Lewis7006s01	Lewis7006s04	Lewis7006s03	Lewis7006s03	Lewis7006s02	Lewis7006	Lewis
Lewis7007s02	Lewis7007s02	Lewis7007s04	Lewis7007s04	Lewis7007s04	Lewis7007s03	Lewis7007s02	Lewis7007s03	Lewis7007s04	Lewis7007s01	Lewis7007s03	Lewis7007s04	Lewis7007s01	Lewis7007s01	Lewis7007s04	Lewis7007s02	Lewis7007s02	Lewis7007s04	Lewis7007s04	Lewis7007s02	Lewis7007	Lewis
Lewis7008s02	Lewis7008s04	Lewis7008s02	Lewis7008s02	Lewis7008s01	Lewis7008s02	Lewis7008s03	Lewis7008s03	Lewis7008s01	Lewis7008s02	Lewis7008s02	Lewis7008s03	Lewis7008s01	Lewis7008s03	Lewis7008s01	Lewis7008s03	Lewis7008s04	Lewis7008s01	Lewis7008s01	Lewis7008s02	Lewis7008	Lewis
Lewis7009s04	Lewis7009s03	Lewis7009s02	Lewis7009s04	Lewis7009s01	Lewis7009s01	Lewis7009s02	Lewis7009s01	Lewis7009s04	Lewis7009s04	Lewis7009s03	Lewis7009s03	Lewis7009s04	Lewis7009s01	Lewis7009s02	Lewis7009s01	Lewis7009s01	Lewis7009s04	Lewis7009s02	Lewis7009s04	Lewis7009	Lewis
Lewis7010s01	Lewis7010s01	Lewis7010s02	Lewis7010s02	Lewis7010s03	Lewis7010s02	Lewis7010s03	Lewis7010s01	Lewis7010s03	Lewis7010s04	Lewis7010s03	Lewis7010s04	Lewis7010s03	Lewis7010s01	Lewis7010s01	Lewis7010s02	Lewis7010s02	Lewis7010s04	Lewis7010s04	Lewis7010s02	Lewis7010	Lewis
Lewis7011s03	Lewis7011s01	Lewis7011s04	Lewis7011s04	Lewis7011s04	Lewis7011s04	Lewis7011s03	Lewis7011s03	Lewis7011s03	Lewis7011s02	Lewis7011s03	Lewis7011s01	Lewis7011s02	Lewis7011s01	Lewis7011s01	Lewis7011s01	Lewis7011s02	Lewis7011s01	Lewis7011s04	Lewis7011s03	Lewis7011	Lewis
Lewis7012s03	Lewis7012s01	Lewis7012s03	Lewis7012s02	Lewis7012s03	Lewis7012s03	Lewis7012s03	Lewis7012s01	Lewis7012s02	Lewis7012s01	Lewis7012s01	Lewis7012s03	Lewis7012s03	Lewis7012s02	Lewis7012s01	Lewis7012s03	Lewis7012s03	Lewis7012s01	Lewis7012s03	Lewis7012s01	Lewis7012	Lewis
Lewis7013s02	Lewis7013s04	Lewis7013s02	Lewis7013s04	Lewis7013s04	Lewis7013s02	Lewis7013s04	Lewis7013s04	Lewis7013s04	Lewis7013s04	Lewis7013s01	Lewis7013s04	Lewis7013s01	Lewis7013s04	Lewis7013s03	Lewis7013s04	Lewis7013s03	Lewis7013s04	Lewis7013s02	Lewis7013s01	Lewis7013	Lewis
Lewis7014s01	Lewis7014s01	Lewis7014s03	Lewis7014s03	Lewis7014s01	Lewis7014s02	Lewis7014s01	Lewis7014s02	Lewis7014s03	Lewis7014s02	Lewis7014s03	Lewis7014s02	Lewis7014s01	Lewis7014s02	Lewis7014s01	Lewis7014s01	Lewis7014s03	Lewis7014s01	Lewis7014s03	Lewis7014s01	Lewis7014	Lewis
Lewis7015s03	Lewis7015s04	Lewis7015s01	Lewis7015s01	Lewis7015s03	Lewis7015s01	Lewis7015s04	Lewis7015s03	Lewis7015s04	Lewis7015s04	Lewis7015s02	Lewis7015s02	Lewis7015s02	Lewis7015s04	Lewis7015s04	Lewis7015s01	Lewis7015s04	Lewis7015s02	Lewis7015s04	Lewis7015s02	Lewis7015	Lewis
LIBD147	LIBD149	LIBD147	LIBD148	LIBD147	LIBD57	LIBD2	LIBD149	LIBD2	LIBD58	LIBD3	LIBD57	LIBD149	LIBD3	LIBD57	LIBD59	LIBD148	LIBD59	LIBD79	LIBD1	p8582	LIBD
LIBD84	LIBD82	LIBD77	LIBD85	LIBD76	LIBD80	LIBD82	LIBD76	LIBD82	LIBD82	LIBD83	LIBD77	LIBD82	LIBD84	LIBD82	LIBD76	LIBD85	LIBD76	LIBD77	LIBD85	p8585	LIBD
LIBD115	LIBD106	LIBD112	LIBD109	LIBD110	LIBD112	LIBD114	LIBD109	LIBD130	LIBD106	LIBD107	LIBD109	LIBD111	LIBD129	LIBD106	LIBD115	LIBD114	LIBD111	LIBD108	LIBD114	p8600	LIBD
LIBD133	LIBD158	LIBD158	LIBD131	LIBD159	LIBD136	LIBD136	LIBD156	LIBD127	LIBD156	LIBD159	LIBD158	LIBD132	LIBD157	LIBD127	LIBD136	LIBD157	LIBD136	LIBD128	LIBD159	p8646	LIBD
LIBD155	LIBD151	LIBD150	LIBD10	LIBD154	LIBD12	LIBD151	LIBD11	LIBD154	LIBD151	LIBD9	LIBD10	LIBD150	LIBD154	LIBD14	LIBD153	LIBD155	LIBD150	LIBD9	LIBD155	p8649	LIBD
LIBD30	LIBD5	LIBD33	LIBD28	LIBD34	LIBD5	LIBD30	LIBD7	LIBD32	LIBD30	LIBD5	LIBD34	LIBD5	LIBD5	LIBD28	LIBD29	LIBD30	LIBD32	LIBD5	LIBD27	p8712	LIBD
LIBD47	LIBD51	LIBD25	LIBD26	LIBD50	LIBD47	LIBD26	LIBD52	LIBD49	LIBD47	LIBD51	LIBD25	LIBD52	LIBD45	LIBD52	LIBD46	LIBD51	LIBD50	LIBD50	LIBD52	p8748	LIBD
LIBD105	LIBD104	LIBD100	LIBD103	LIBD99	LIBD101	LIBD104	LIBD104	LIBD104	LIBD98	LIBD100	LIBD101	LIBD100	LIBD103	LIBD104	LIBD99	LIBD101	LIBD98	LIBD102	LIBD101	p8775	LIBD
LIBD126	LIBD123	LIBD119	LIBD126	LIBD65	LIBD124	LIBD121	LIBD119	LIBD125	LIBD126	LIBD122	LIBD126	LIBD121	LIBD124	LIBD125	LIBD126	LIBD121	LIBD123	LIBD122	LIBD124	p8808	LIBD
LIBD92	LIBD89	LIBD118	LIBD88	LIBD118	LIBD89	LIBD90	LIBD92	LIBD95	LIBD89	LIBD117	LIBD94	LIBD117	LIBD90	LIBD93	LIBD88	LIBD94	LIBD118	LIBD117	LIBD94	p8816	LIBD
LIBD67	LIBD70	LIBD68	LIBD70	LIBD72	LIBD72	LIBD73	LIBD71	LIBD67	LIBD72	LIBD72	LIBD67	LIBD70	LIBD73	LIBD67	LIBD71	LIBD73	LIBD68	LIBD71	LIBD70	p8855	LIBD
LIBD170	LIBD69	LIBD61	LIBD69	LIBD116	LIBD62	LIBD62	LIBD69	LIBD60	LIBD60	LIBD170	LIBD69	LIBD62	LIBD170	LIBD120	LIBD75	LIBD60	LIBD64	LIBD120	LIBD64	p8883	LIBD
LIBD39	LIBD55	LIBD37	LIBD37	LIBD63	LIBD63	LIBD37	LIBD38	LIBD55	LIBD40	LIBD43	LIBD55	LIBD38	LIBD55	LIBD40	LIBD56	LIBD63	LIBD39	LIBD38	LIBD56	p9061	LIBD
LIBD24	LIBD24	LIBD35	LIBD24	LIBD41	LIBD44	LIBD44	LIBD24	LIBD41	LIBD35	LIBD41	LIBD35	LIBD44	LIBD24	LIBD35	LIBD24	LIBD36	LIBD42	LIBD42	LIBD35	p9193	LIBD
LIBD17	LIBD19	LIBD22	LIBD17	LIBD17	LIBD22	LIBD21	LIBD18	LIBD19	LIBD20	LIBD21	LIBD16	LIBD22	LIBD19	LIBD21	LIBD19	LIBD21	LIBD23	LIBD22	LIBD18	p9216	LIBD
LIBD165	LIBD160	LIBD15	LIBD162	LIBD161	LIBD163	LIBD15	LIBD163	LIBD163	LIBD162	LIBD164	LIBD165	LIBD162	LIBD160	LIBD162	LIBD165	LIBD165	LIBD162	LIBD161	LIBD161	p9220	LIBD
LIBD142	LIBD167	LIBD166	LIBD143	LIBD168	LIBD141	LIBD143	LIBD169	LIBD144	LIBD166	LIBD141	LIBD169	LIBD143	LIBD169	LIBD144	LIBD169	LIBD144	LIBD144	LIBD169	LIBD168	p9223	LIBD
LIBD145	LIBD137	LIBD138	LIBD145	LIBD138	LIBD138	LIBD146	LIBD138	LIBD146	LIBD146	LIBD140	LIBD137	LIBD137	LIBD146	LIBD145	LIBD139	LIBD139	LIBD137	LIBD139	LIBD140	p9281	LIBD
LIBD262	LIBD258	LIBD260	LIBD254	LIBD259	LIBD253	LIBD258	LIBD257	LIBD262	LIBD260	LIBD257	LIBD262	LIBD257	LIBD261	LIBD256	LIBD260	LIBD262	LIBD254	LIBD254	LIBD260	SKST006	LIBD
LIBD181	LIBD188	LIBD183	LIBD184	LIBD183	LIBD182	LIBD188	LIBD188	LIBD182	LIBD183	LIBD186	LIBD188	LIBD188	LIBD184	LIBD188	LIBD181	LIBD184	LIBD186	LIBD182	LIBD183	SKST007	LIBD
LIBD226	LIBD226	LIBD228	LIBD190	LIBD227	LIBD226	LIBD227	LIBD228	LIBD190	LIBD228	LIBD226	LIBD189	LIBD225	LIBD190	LIBD226	LIBD225	LIBD229	LIBD226	LIBD228	LIBD187	SKST010	LIBD
LIBD231	LIBD231	LIBD212	LIBD231	LIBD231	LIBD210	LIBD212	LIBD211	LIBD210	LIBD231	LIBD232	LIBD224	LIBD232	LIBD223	LIBD210	LIBD232	LIBD231	LIBD231	LIBD212	LIBD224	SKST011	LIBD
LIBD209	LIBD204	LIBD206	LIBD206	LIBD204	LIBD209	LIBD206	LIBD205	LIBD208	LIBD208	LIBD204	LIBD209	LIBD208	LIBD204	LIBD207	LIBD205	LIBD208	LIBD204	LIBD208	LIBD208	SKST012	LIBD
LIBD241	LIBD237	LIBD240	LIBD239	LIBD240	LIBD241	LIBD238	LIBD239	LIBD241	LIBD203	LIBD241	LIBD238	LIBD242	LIBD240	LIBD241	LIBD237	LIBD240	LIBD240	LIBD239	LIBD238	SKST014	LIBD
LIBD222	LIBD222	LIBD236	LIBD236	LIBD235	LIBD220	LIBD233	LIBD233	LIBD233	LIBD236	LIBD220	LIBD219	LIBD220	LIBD236	LIBD222	LIBD219	LIBD222	LIBD236	LIBD234	LIBD222	SKST023	LIBD
LIBD213	LIBD216	LIBD217	LIBD175	LIBD213	LIBD214	LIBD217	LIBD218	LIBD218	LIBD175	LIBD214	LIBD216	LIBD217	LIBD221	LIBD216	LIBD217	LIBD213	LIBD214	LIBD217	LIBD215	SKST024	LIBD
LIBD172	LIBD173	LIBD179	LIBD178	LIBD171	LIBD172	LIBD174	LIBD178	LIBD177	LIBD174	LIBD172	LIBD171	LIBD178	LIBD172	LIBD173	LIBD173	LIBD171	LIBD179	LIBD172	LIBD171	SKST025	LIBD
LIBD180	LIBD249	LIBD248	LIBD252	LIBD245	LIBD252	LIBD245	LIBD247	LIBD252	LIBD245	LIBD247	LIBD248	LIBD245	LIBD180	LIBD245	LIBD180	LIBD247	LIBD251	LIBD251	LIBD246	SKST027	LIBD
LIBD243	LIBD243	LIBD198	LIBD195	LIBD243	LIBD195	LIBD244	LIBD243	LIBD244	LIBD198	LIBD244	LIBD197	LIBD195	LIBD243	LIBD195	LIBD243	LIBD243	LIBD244	LIBD198	LIBD195	SKST032	LIBD
LIBD201	LIBD201	LIBD201	LIBD201	LIBD196	LIBD196	LIBD196	LIBD202	LIBD196	LIBD196	LIBD196	LIBD201	LIBD201	LIBD201	LIBD196	LIBD196	LIBD201	LIBD196	LIBD202	LIBD196	SKST036	LIBD
LIBD193	LIBD193	LIBD199	LIBD199	LIBD200	LIBD200	LIBD193	LIBD200	LIBD193	LIBD193	LIBD199	LIBD193	LIBD200	LIBD200	LIBD193	LIBD200	LIBD193	LIBD200	LIBD193	LIBD199	SKST037	LIBD
LIBD194	LIBD191	LIBD194	LIBD191	LIBD194	LIBD192	LIBD194	LIBD191	LIBD191	LIBD191	LIBD194	LIBD194	LIBD194	LIBD194	LIBD192	LIBD192	LIBD192	LIBD194	LIBD191	LIBD191	SKST041	LIBD
AntixxInt3xx1	AntixxInt3xx1	AntixxInt3xx2	AntixxInt3xx1	AntixxInt3xx1	AntixxInt3xx1	AntixxInt3xx2	AntixxInt3xx2	AntixxInt3xx1	AntixxInt3xx1	AntixxInt3xx2	AntixxInt3xx1	AntixxInt3xx1	AntixxInt3xx1	AntixxInt3xx1	AntixxInt3xx2	AntixxInt3xx1	AntixxInt3xx1	AntixxInt3xx1	AntixxInt3xx2	Anti_Int7068	USA
AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	AntixxInt76	Anti_Int7140	USA
AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	AntixxInt43	Anti_Int7236	USA
AntixxInt16xx2	AntixxInt16xx2	AntixxInt16xx2	AntixxInt16xx2	AntixxInt16xx1	AntixxInt16xx1	AntixxInt16xx1	AntixxInt16xx2	AntixxInt16xx1	AntixxInt16xx1	AntixxInt16xx2	AntixxInt16xx1	AntixxInt16xx1	AntixxInt16xx1	AntixxInt16xx2	AntixxInt16xx1	AntixxInt16xx1	AntixxInt16xx1	AntixxInt16xx2	AntixxInt16xx1	Anti_Int7266	USA
AntixxInt52xx3	AntixxInt52xx3	AntixxInt52xx1	AntixxInt52xx3	AntixxInt52xx3	AntixxInt52xx1	AntixxInt52xx2	AntixxInt52xx3	AntixxInt52xx3	AntixxInt52xx1	AntixxInt52xx2	AntixxInt52xx2	AntixxInt52xx1	AntixxInt52xx3	AntixxInt52xx1	AntixxInt52xx3	AntixxInt52xx2	AntixxInt52xx2	AntixxInt52xx2	AntixxInt52xx2	Anti_Int7451	USA
AntixxInt28xx1	AntixxInt28xx2	AntixxInt28xx1	AntixxInt28xx1	AntixxInt28xx2	AntixxInt28xx2	AntixxInt28xx1	AntixxInt28xx2	AntixxInt28xx1	AntixxInt28xx1	AntixxInt28xx1	AntixxInt28xx2	AntixxInt28xx2	AntixxInt28xx1	AntixxInt28xx2	AntixxInt28xx2	AntixxInt28xx1	AntixxInt28xx1	AntixxInt28xx2	AntixxInt28xx2	Anti_Int7639	USA
AntixxInt47xx2	AntixxInt47xx2	AntixxInt47xx4	AntixxInt47xx2	AntixxInt47xx2	AntixxInt47xx2	AntixxInt47xx1	AntixxInt47xx4	AntixxInt47xx4	AntixxInt47xx4	AntixxInt47xx1	AntixxInt47xx4	AntixxInt47xx4	AntixxInt47xx2	AntixxInt47xx4	AntixxInt47xx1	AntixxInt47xx1	AntixxInt47xx2	AntixxInt47xx4	AntixxInt47xx4	Anti_Int7853	USA
AntixxInt2xx2	AntixxInt2xx2	AntixxInt2xx2	AntixxInt2xx1	AntixxInt2xx2	AntixxInt2xx2	AntixxInt2xx1	AntixxInt2xx3	AntixxInt2xx3	AntixxInt2xx2	AntixxInt2xx1	AntixxInt2xx4	AntixxInt2xx3	AntixxInt2xx3	AntixxInt2xx3	AntixxInt2xx3	AntixxInt2xx1	AntixxInt2xx2	AntixxInt2xx1	AntixxInt2xx4	Anti_Int7903	USA
AntixxInt82xx1	AntixxInt82xx1	AntixxInt82xx2	AntixxInt82xx1	AntixxInt82xx2	AntixxInt82xx2	AntixxInt82xx1	AntixxInt82xx2	AntixxInt82xx2	AntixxInt82xx1	AntixxInt82xx1	AntixxInt82xx2	AntixxInt82xx2	AntixxInt82xx2	AntixxInt82xx2	AntixxInt82xx1	AntixxInt82xx1	AntixxInt82xx1	AntixxInt82xx1	AntixxInt82xx2	Anti_Int8052	USA
AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	AntixxInt81	Anti_Int8417	USA
AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	AntixxInt13	Anti_Int8439	USA
AntixxInt58xx2	AntixxInt58xx2	AntixxInt58xx2	AntixxInt58xx4	AntixxInt58xx4	AntixxInt58xx4	AntixxInt58xx2	AntixxInt58xx4	AntixxInt58xx4	AntixxInt58xx1	AntixxInt58xx1	AntixxInt58xx2	AntixxInt58xx2	AntixxInt58xx4	AntixxInt58xx2	AntixxInt58xx2	AntixxInt58xx4	AntixxInt58xx4	AntixxInt58xx4	AntixxInt58xx1	Anti_Int8452	USA
AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	AntixxInt29	Anti_Int8464	USA
AntixxInt38xx2	AntixxInt38xx1	AntixxInt38xx2	AntixxInt38xx2	AntixxInt38xx2	AntixxInt38xx2	AntixxInt38xx2	AntixxInt38xx2	AntixxInt38xx2	AntixxInt38xx2	AntixxInt38xx2	AntixxInt38xx2	AntixxInt38xx1	AntixxInt38xx1	AntixxInt38xx1	AntixxInt38xx2	AntixxInt38xx1	AntixxInt38xx2	AntixxInt38xx1	AntixxInt38xx2	Anti_Int8483	USA
AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	AntixxInt26	Anti_Int8502	USA
AntixxInt22xx1	AntixxInt22xx3	AntixxInt22xx3	AntixxInt22xx3	AntixxInt22xx3	AntixxInt22xx3	AntixxInt22xx1	AntixxInt22xx1	AntixxInt22xx3	AntixxInt22xx3	AntixxInt22xx3	AntixxInt22xx3	AntixxInt22xx3	AntixxInt22xx1	AntixxInt22xx3	AntixxInt22xx1	AntixxInt22xx1	AntixxInt22xx1	AntixxInt22xx3	AntixxInt22xx1	Anti_Int8527	USA
AntixxInt61xx2	AntixxInt61xx2	AntixxInt61xx4	AntixxInt61xx1	AntixxInt61xx4	AntixxInt61xx4	AntixxInt61xx2	AntixxInt61xx2	AntixxInt61xx2	AntixxInt61xx4	AntixxInt61xx4	AntixxInt61xx1	AntixxInt61xx2	AntixxInt61xx1	AntixxInt61xx4	AntixxInt61xx2	AntixxInt61xx1	AntixxInt61xx4	AntixxInt61xx1	AntixxInt61xx4	Anti_Int8543	USA
AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	AntixxInt33	Anti_Int8547	USA
AntixxInt55xx1	AntixxInt55xx2	AntixxInt55xx2	AntixxInt55xx1	AntixxInt55xx1	AntixxInt55xx2	AntixxInt55xx2	AntixxInt55xx1	AntixxInt55xx1	AntixxInt55xx1	AntixxInt55xx2	AntixxInt55xx1	AntixxInt55xx1	AntixxInt55xx2	AntixxInt55xx1	AntixxInt55xx1	AntixxInt55xx1	AntixxInt55xx1	AntixxInt55xx1	AntixxInt55xx2	Anti_Int8605	USA
